,UNITID,INSTNM_x,Percent of students over 23 at entry,WHITE,BLACK,ASIAN,HISPANIC,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,numberOfStudentsNotWorkingAndNotEnrolled10YearsAfterEntry,numberOfStudentsWorkingAndNotEnrolled10YearsAfterEntry,meanEarningsOfStudentsWorkingAndNotEnrolled10yearsAfterEntry,logOfMeanEarnings,Standard deviation of earnings of students working and not enrolled 10 years after entry,INSTNM_y,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
3507,221351,Rhodes College,0,78.58999634,15.34000015,2.400000095,5.300000191,92.65000153,73395.81,7.130000114,2.859999895,11.13000011,32,296,59400,59.4,49300,Rhodes College,Memphis,TN,38112-1690,35.154424,-89.989187,0.4687,0.468709816,1306,0,0.0213,0,0.0085,0,0,0.0192,0,0,0,0,0.032,0,0,0.0618,0,0,0.194,0.0043,0,0,0,0.0341,0,0.0533,0,0.1045,0,0,0.2345,0,0,0,0,0.0576,0,0.1301,0.0448
3509,221397,Roane State Community College,0.449999988,94.80999756,2.920000076,0.50999999,1.179999948,98.12999725,44967.61,12,3.160000086,10.68000031,419,1872,32000,32,23900,Roane State Community College,Harriman,TN,37748,35.881291,-84.620766,0.9926,0.992589162,910,0,0,0,0,0,0,0.002,0,0.0368,0,0.0215,0,0.0286,0.0061,0,0.4918,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0.0082,0,0,0,0,0,0.3507,0.045,0
3523,221731,Tennessee Wesleyan University,0.239999995,92.62000275,4.269999981,0.769999981,2.75,97.48999786,48462.92,10.30000019,3.24000001,10.76000023,42,355,42700,42.7,33000,Tennessee Wesleyan University,Athens,TN,37303,35.444939,-84.592647,0.6479,0.647926267,1019,0,0,0,0,0,0,0.007,0,0.0035,0,0,0,0,0,0.0176,0.0176,0,0.0106,0.0141,0,0.0704,0.0739,0,0.0141,0.0035,0,0.0246,0.0387,0.0282,0,0,0,0,0,0.0035,0.2887,0.3627,0.0211
3524,221740,The University of Tennessee-Chattanooga,0.159999996,77.55000305,18.70000076,1.220000029,2.400000095,96.05999756,55964.16,9.479999542,3.400000095,10.88000011,222,2000,40600,40.6,27000,The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,35.048247,-85.299812,0.7922,0.792209716,1087,0,0.0164,0,0,0.0432,0,0.0202,0,0.1011,0.059,0.0098,0.0109,0.0005,0.006,0.0339,0.0077,0,0.0705,0.0077,0,0.0109,0.0968,0.0044,0,0.0328,0,0.0623,0.0508,0.0186,0.0552,0,0,0,0,0.0301,0.0765,0.1668,0.0077
3525,221759,The University of Tennessee-Knoxville,0.150000006,84.66000366,11.34000015,1.460000038,2.359999895,95.75,60752.93,8.279999733,3.029999971,10.94999981,550,5002,56300,56.3,63900,The University of Tennessee-Knoxville,Knoxville,TN,37996,35.955093,-83.929696,0.763,0.762952989,1214,0.0506,0.0083,0.0121,0,0.0724,0,0.009,0,0.0229,0.1026,0,0.0139,0.022,0,0.0349,0,0,0.0558,0.0101,0,0.0247,0.065,0.0063,0,0.0218,0,0.0738,0,0.0146,0.0751,0,0,0,0,0.0319,0.0344,0.2166,0.0207
3526,221768,The University of Tennessee-Martin,0.180000007,80.59999847,16.71999931,0.689999998,1.850000024,97.54000092,48533.54,10.96000004,3.579999924,10.75,215,1621,39100,39.1,28600,The University of Tennessee-Martin,Martin,TN,38238,36.340338,-88.864211,0.6965,0.696470588,1050,0.103,0.0206,0,0,0.0197,0,0.0086,0,0.0979,0.024,0,0.0034,0.024,0,0.0137,0,0,0.0481,0.0043,0,0.1296,0.1107,0.0017,0,0.024,0,0.0275,0.0232,0.0343,0.0266,0,0,0,0,0.0438,0.0446,0.1554,0.0112
3530,221847,Tennessee Technological University,0.180000007,91.94999695,5.03000021,0.730000019,2.140000105,97.05000305,49227.15,10.13000011,3.109999895,10.76000023,276,2112,43400,43.4,30500,Tennessee Technological University,Cookeville,TN,38505-0001,36.174659,-85.503957,0.6832,0.68320083,1102,0.0339,0.0275,0,0,0.0194,0,0.0398,0,0.1583,0.1594,0.0285,0.0048,0.0388,0,0.0102,0.0652,0,0.0409,0.0102,0,0.0032,0.0533,0,0,0.0285,0,0.0194,0,0,0.0458,0,0,0,0,0.0178,0.035,0.1502,0.0097
3531,221892,Trevecca Nazarene University,0.360000014,82.73999786,12.43999958,1.409999967,3.789999962,94.72000122,59625.44,7.889999866,3.039999962,10.96000004,93,575,45000,45,39500,Trevecca Nazarene University,Nashville,TN,37210,36.142115,-86.753566,0.7252,0.725247525,1026,0,0,0,0,0.042,0,0.042,0,0.0476,0.0028,0,0,0,0,0.0084,0.0084,0,0.0364,0.0028,0,0.0364,0.0196,0.0028,0.1148,0.0112,0,0.0336,0.014,0.0364,0.0028,0,0,0,0,0.056,0.0644,0.4034,0.014
3533,221953,Tusculum College,0.519999981,89.91000366,6.739999771,0.889999986,2.49000001,96.58999634,49705.55,10.44999981,3.210000038,10.77000046,129,1098,41900,41.9,27300,Tusculum College,Greeneville,TN,37743,36.172558,-82.761716,0.6896,0.68962219,960,0,0.0078,0,0,0.0182,0,0,0,0.138,0,0,0,0,0,0.0286,0,0,0.0391,0.0156,0,0.0182,0.0599,0,0,0,0,0.1276,0.0078,0,0.013,0,0,0,0,0.026,0.0521,0.4271,0.0208
3534,221971,Union University,0.280000001,79.12000275,17.10000038,1.070000052,3.25,96.08999634,58820.27,8.920000076,3.329999924,10.93000031,83,612,48200,48.2,34000,Union University,Jackson,TN,38305-3697,35.676896,-88.858524,0.6913,0.691256831,1163,0,0,0,0,0.0328,0,0.0134,0,0.0686,0.0179,0,0.006,0.006,0,0.0283,0,0,0.0432,0.0134,0,0.003,0.0253,0.0328,0.0224,0.0149,0,0.0417,0,0.073,0.0209,0,0,0,0,0.0402,0.2608,0.2265,0.0089
3536,221999,Vanderbilt University,0.059999999,79.12000275,13.18000031,3.230000019,6.449999809,89.86000061,76279.78,6.650000095,2.960000038,11.15999985,98,1070,83100,83.1,76700,Vanderbilt University,Nashville,TN,37240,36.14443,-86.804875,0.1168,0.11676837,1498,0,0,0,0.0109,0.017,0,0.0207,0,0.0377,0.1661,0,0.0237,0.0091,0,0.0395,0,0,0.0754,0.0176,0,0.0918,0,0.014,0,0.0201,0,0.0511,0,0.0085,0.3169,0,0,0,0,0.0414,0,0,0.0383
3542,222178,Abilene Christian University,0.059999999,79.45999908,8.140000343,2.869999886,16.35000038,90.91999817,67136.19,7.800000191,3.359999895,11.03999996,190,1395,46000,46,32200,Abilene Christian University,Abilene,TX,79699,32.46915,-99.70954,0.4992,0.499166975,1092,0.0054,0.0081,0.004,0,0.0688,0,0.0229,0,0.0904,0,0,0.004,0.0405,0,0.0121,0,0,0.0553,0.0094,0,0.0702,0.0459,0,0.0418,0.0108,0,0.0567,0.0189,0.0297,0.0135,0,0,0,0,0.0702,0.1336,0.1849,0.0027
3546,222831,Angelo State University,0.140000001,79.84999847,5.269999981,1.019999981,27.72999954,92.08999634,49632.36,11.36999989,3.529999971,10.77000046,228,1916,43600,43.6,29500,Angelo State University,San Angelo,TX,76909,31.44145,-100.466495,0.7672,0.767243606,970,0.0741,0.0074,0,0,0.0546,0,0.0306,0,0.0315,0,0,0.0046,0,0,0.0278,0,0,0.0389,0.0148,0,0.0935,0.0806,0.0019,0,0.0324,0,0.0806,0.0556,0.0213,0.038,0,0,0,0,0.0278,0.1417,0.1139,0.0287
3550,222983,Austin College,0.02,79.52999878,7.309999943,3.529999971,16.07999992,88.27999878,74623.54,6.789999962,2.809999943,11.14999962,38,431,54600,54.6,36300,Austin College,Sherman,TX,75090-4400,33.646307,-96.598772,0.541,0.54095919,1165,0,0.0184,0,0,0.0404,0,0.0294,0,0,0,0,0.0441,0,0,0.0515,0,0,0.1544,0.0404,0,0.0368,0,0.0074,0,0.0478,0,0.0809,0,0,0.1618,0,0,0,0,0.0404,0,0.1691,0.0772
3557,223232,Baylor University,0.029999999,76.72000122,9.579999924,3.730000019,18.68000031,88.18000031,73627.32,7.460000038,3.119999886,11.13000011,290,2800,56200,56.2,42900,Baylor University,Waco,TX,76798,31.545956,-97.119359,0.4367,0.43667538,1239,0,0.0082,0.0003,0.0007,0.0771,0,0.0136,0,0.0471,0.0375,0,0.0089,0.0167,0,0.015,0.001,0,0.1153,0.0096,0,0.0171,0.0218,0.0157,0.0014,0.0171,0,0.045,0,0.0119,0.0587,0,0,0,0.002,0.0338,0.1494,0.2586,0.0164
3569,224004,Concordia University-Texas,0.400000006,75.33000183,8.119999886,3.059999943,24.65999985,87.76999664,72128.5,7.139999866,2.809999943,11.13000011,44,418,46100,46.1,31600,Concordia University-Texas,Austin,TX,78726,30.420952,-97.836247,0.8214,0.821428571,998,0,0.0069,0,0,0.0412,0,0.0172,0,0.079,0,0,0,0,0,0.0206,0.0928,0,0.0515,0.0103,0,0,0.0687,0,0.0309,0,0,0,0,0,0.0653,0,0,0,0,0.0069,0.1546,0.3436,0.0103
3572,224147,Texas A & M University-Corpus Christi,0.230000004,75.55999756,5.139999866,1.639999986,45.34999847,90.41999817,54287.8,13.21000004,3.940000057,10.85000038,318,2243,47000,47,32500,Texas A & M University-Corpus Christi,Corpus Christi,TX,78412-5503,27.718601,-97.331933,0.8377,0.837692221,963,0,0.0168,0,0,0.0384,0,0.0215,0,0,0.0256,0.0128,0.0054,0,0,0.0215,0,0,0.0922,0.0027,0,0.1225,0.0585,0.004,0,0.0229,0,0.0612,0.0525,0,0.0195,0,0,0,0,0.0518,0.1763,0.1756,0.0182
3574,224226,Dallas Baptist University,0.439999998,71.93000031,14.30000019,3.319999933,17.11000061,88.31999969,71641.68,7.300000191,3.130000114,11.11999989,172,1195,47700,47.7,50800,Dallas Baptist University,Dallas,TX,75211-9299,32.710017,-96.947006,0.4191,0.419125127,1055,0,0.005,0,0,0.0757,0,0.0088,0,0.0353,0,0,0,0,0,0.0088,0.0013,0,0.0492,0.0101,0,0.116,0.0467,0.0013,0.0908,0,0,0.1009,0.0139,0,0.024,0,0,0,0,0.0605,0.0353,0.2938,0.0227
3575,224244,Dallas Christian College,0.5,74.98999786,11.59000015,3.650000095,16.15999985,87.62999725,69721.15,7.71999979,3.200000048,11.09000015,30,143,41200,41.2,29600,Dallas Christian College,Dallas,TX,75234-7299,32.913698,-96.887124,0.5092,0.509225092,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.52,0,0,0.04,0,0,0,0,0,0,0,0,0,0.2,0
3578,224323,University of Dallas,0.079999998,78.36000061,8.699999809,3.99000001,15.02999973,87.61000061,75912.69,6.389999866,2.869999886,11.17000008,64,381,48000,48,36500,University of Dallas,Irving,TX,75062-4736,32.846202,-96.921573,0.64,0.640035907,1217,0,0,0,0,0,0,0.0098,0,0.0327,0,0,0.0392,0,0,0.0915,0,0,0.1242,0.0065,0,0.0065,0,0.0327,0.1078,0.0523,0,0.049,0,0,0.1569,0,0,0,0,0.0458,0,0.1438,0.1013
3581,224527,East Texas Baptist University,0.079999998,74.54000092,16.55999947,1.549999952,11.47000027,92.91000366,56363.11,10.82999992,3.589999914,10.88000011,83,610,42100,42.1,27100,East Texas Baptist University,Marshall,TX,75670-1498,32.554545,-94.374337,0.5532,0.553191489,982,0,0,0,0,0.016,0,0,0,0.1702,0,0,0,0,0,0.0372,0,0,0.0585,0.0053,0,0.1755,0.0426,0.0851,0.0585,0,0,0.0479,0.0266,0,0.016,0,0,0,0,0.016,0.1011,0.1436,0
3582,224545,Texas A&M University-Texarkana,0.629999995,73.33999634,21.12000084,0.400000006,6.559999943,95.87999725,44204.3,14.25,3.720000029,10.68000031,65,329,37900,37.9,24200,Texas A&M University-Texarkana,Texarkana,TX,75503,33.49561,-94.10398,0.7087,0.708717222,995,0,0,0,0,0.0167,0,0.0139,0,0,0.0111,0,0,0,0,0.0194,0.05,0,0.0583,0.025,0,0.2861,0,0,0,0,0,0.0778,0.0361,0,0.0417,0,0,0,0,0,0.0806,0.2278,0.0556
3583,224554,Texas A & M University-Commerce,0.360000014,74.30000305,14.94999981,1.700000048,13.52999973,91.18000031,57562.14,9.789999962,3.5,10.90999985,279,2154,41200,41.2,29300,Texas A & M University-Commerce,Commerce,TX,75429-3011,33.243814,-95.906913,0.4744,0.474357192,980,0.0329,0.0084,0,0,0.0189,0,0.0252,0,0,0.0098,0.0056,0.0021,0,0.0042,0.0217,0.0707,0,0.021,0.0147,0,0.3221,0.0602,0,0,0.0035,0,0.0497,0.0441,0.0364,0.021,0,0,0,0,0.0511,0.0154,0.1513,0.0098
3597,225247,Hardin-Simmons University,0.109999999,82.37000275,5.829999924,1.809999943,17.01000023,92.76000214,59593.97,8.720000267,3.329999924,10.93000031,99,889,46600,46.6,34700,Hardin-Simmons University,Abilene,TX,79698-0001,32.476786,-99.733815,0.6,0.6,1030,0,0.0059,0,0,0.0414,0,0.0148,0,0.071,0,0,0,0,0,0.0296,0,0,0.0858,0.003,0,0,0.1243,0.003,0.0562,0.0059,0,0.0799,0.0651,0.0148,0.0444,0,0,0,0,0.0888,0.1183,0.1213,0.0266
3600,225399,Houston Baptist University,0.270000011,59.77999878,19,8.289999962,22.97999954,79.13999939,72476.33,9.010000229,3.700000048,11.11999989,97,521,51600,51.6,38500,Houston Baptist University,Houston,TX,77074-3298,29.694414,-95.515978,0.3323,0.332323163,1060,0,0,0,0,0.0207,0,0,0,0.0517,0,0,0.0155,0,0.0078,0.0284,0.0129,0,0.1705,0.0026,0,0.0388,0.0775,0.0413,0.0052,0.0284,0,0.0698,0,0,0.0207,0,0,0,0,0.031,0.1809,0.1835,0.0129
3601,225414,University of Houston-Clear Lake,0.569999993,72.08000183,10.93000031,3.599999905,24.37999916,86.22000122,67975.01,8.75,3.849999905,11.07999992,170,1265,53700,53.7,41900,University of Houston-Clear Lake,Houston,TX,77058-1002,29.582523,-95.098129,0.6538,0.653846154,1025,0,0.014,0,0.0031,0.0241,0,0.0225,0,0,0.0179,0,0,0,0.0132,0.0179,0.0148,0,0.0381,0.0078,0,0.2805,0.0427,0,0,0.0085,0,0.0831,0,0.0194,0.0458,0,0,0,0,0.028,0.0319,0.265,0.0218
3603,225432,University of Houston-Downtown,0.409999996,53.68999863,23.10000038,5.46999979,33.18999863,76.94000244,59551.33,13.43000031,4.409999847,10.92000008,402,3112,47400,47.4,32900,University of Houston-Downtown,Houston,TX,77002-1014,29.763831,-95.35953,0.7763,0.776300578,894,0,0,0,0,0.047,0,0.015,0,0,0,0.0265,0.0051,0,0,0.0192,0.0013,0,0.0321,0.0133,0,0.2524,0,0.0064,0,0.0107,0,0.0843,0.0855,0.0133,0.0321,0,0,0,0,0.0051,0,0.3362,0.0145
3605,225511,University of Houston,0.230000004,62.25,16.97999954,6.5,26.29999924,79.97000122,68874.27,9.920000076,3.819999933,11.06999969,900,7522,59000,59,45600,University of Houston,Houston,TX,77204-2018,29.719988,-95.344851,0.5972,0.597184353,1154,0,0.0026,0.0134,0,0.0655,0,0.0332,0,0,0.0507,0.0414,0.0101,0.0392,0,0.0219,0.0079,0,0.0638,0.0171,0,0.0353,0.0529,0.0016,0,0.0212,0,0.0736,0,0,0.0674,0,0,0,0,0.0377,0.0324,0.2967,0.0143
3607,225548,Howard Payne University,0.159999996,80.06999969,7.570000172,1.470000029,21.51000023,91.48999786,55883.95,10.60000038,3.470000029,10.88000011,71,566,40300,40.3,28600,Howard Payne University,Brownwood,TX,76801-2794,31.716345,-98.984956,0.8525,0.85251046,965,0,0,0,0,0.0515,0,0.0258,0,0.1907,0,0,0.0155,0.0103,0.0258,0.0206,0.0309,0,0.0619,0.0103,0,0.0155,0.067,0,0.0722,0.0052,0,0.0876,0.0052,0.0155,0.0876,0,0,0,0,0.0206,0.0155,0.1495,0.0155
3608,225575,Huston-Tillotson University,0.170000002,56.22000122,23.63999939,2.859999895,30.44000053,85.59999847,57117.25,12.47999954,4.039999962,10.89000034,52,340,33000,33,22000,Huston-Tillotson University,Austin,TX,78702-2795,30.264672,-97.721698,0.4742,0.474208145,786,0,0,0,0,0.0127,0,0.0382,0,0.0764,0,0,0,0,0,0.0255,0.1083,0,0.0318,0.0255,0,0,0.1911,0,0,0.0127,0,0.051,0.1083,0,0.051,0,0,0,0,0.0191,0,0.2357,0.0127
3609,225627,University of the Incarnate Word,0.430000007,72.44999695,6.789999962,1.909999967,46.72999954,87.16000366,59715.43,11.27999973,3.450000048,10.93000031,170,1382,49600,49.6,36000,University of the Incarnate Word,San Antonio,TX,78209,29.468052,-98.467709,0.9222,0.922222222,963,0,0.0037,0,0,0.0422,0.003,0.0163,0,0.0488,0,0.0096,0.0022,0.0133,0,0.0133,0.003,0,0.0991,0.0044,0,0.0118,0.0237,0.0081,0.003,0.0052,0,0.0533,0.0429,0,0.0207,0,0,0,0,0.0444,0.1146,0.4038,0.0096
3617,226091,Lamar University,0.230000004,65.56999969,23.96999931,2.630000114,13.22000027,91.26000214,53474.77,12.42000008,4.199999809,10.84000015,339,2438,45500,45.5,32100,Lamar University,Beaumont,TX,77705,30.044274,-94.073389,0.7911,0.791123868,974,0,0.0026,0.0032,0,0.044,0,0.0129,0,0,0.0841,0.0188,0.0117,0.0298,0,0.0084,0.0654,0,0.022,0.0091,0,0.1773,0.0408,0,0,0.0123,0,0.022,0.0634,0.0214,0.0149,0,0,0,0,0.0343,0.1722,0.123,0.0065
3622,226152,Texas A & M International University,0.270000011,81.09999847,0.870000005,0.569999993,90.73000336,71.48999786,43910.56,24.54999924,4.75,10.63000011,131,1424,45200,45.2,27700,Texas A & M International University,Laredo,TX,78041-1900,27.573504,-99.435225,0.4801,0.480099891,905,0,0,0,0,0.0391,0,0,0,0.0741,0.013,0,0.016,0,0,0.0341,0,0,0.0651,0.016,0,0.016,0.0691,0,0,0.002,0,0.1172,0.1643,0,0.0331,0,0,0,0,0.024,0.1253,0.1723,0.019
3624,226231,LeTourneau University,0.660000026,72.12000275,14.81999969,3.200000048,16.17000008,88.59999847,63985.71,8.93999958,3.460000038,11.01000023,218,1799,56100,56.1,40400,LeTourneau University,Longview,TX,75602,32.467658,-94.72726,0.4548,0.454834317,1158,0,0,0,0,0.0043,0,0.0281,0,0.1145,0.1836,0.054,0,0,0,0.0043,0,0,0.0065,0.0043,0,0.0389,0.0173,0,0.0216,0.0065,0,0.0605,0,0.0259,0.0173,0,0,0,0.0756,0,0.0324,0.3002,0.0043
3627,226383,Lubbock Christian University,0.340000004,78.84999847,5.320000172,1.360000014,25.67000008,93.65000153,51468.15,11.13000011,3.299999952,10.80000019,101,820,49700,49.7,45400,Lubbock Christian University,Lubbock,TX,79407-2099,33.576273,-101.934816,0.9608,0.960784314,1018,0.0082,0.0192,0,0,0.0329,0,0.011,0,0.1315,0.0027,0,0,0.0164,0,0.0164,0.0219,0,0.0356,0.011,0,0.0027,0.0877,0,0.0411,0.0027,0,0.0301,0.0274,0.0466,0.0055,0,0,0,0,0.011,0.2767,0.1452,0.0164
3629,226471,University of Mary Hardin-Baylor,0.189999998,75.18000031,11.57999992,2.309999943,17.13999939,90.30000305,62566.96,8.039999962,3.099999905,10.98999977,168,1090,45200,45.2,28100,University of Mary Hardin-Baylor,Belton,TX,76513-2599,31.066798,-97.463479,0.804,0.803971215,1047,0,0,0,0,0.0507,0,0.038,0,0.1178,0.0036,0,0,0,0,0.0109,0.0616,0,0.038,0.0018,0,0,0.0543,0.0163,0.0163,0.0036,0,0.0525,0.0036,0.0236,0.0109,0,0,0,0,0.0145,0.3623,0.1105,0.0091
3631,226587,McMurry University,0.180000007,78.59999847,7.460000038,1.669999957,22.36000061,91.76000214,52571.87,10.55000019,3.769999981,10.81999969,49,642,43700,43.7,32000,McMurry University,Abilene,TX,79697,32.429551,-99.750277,0.5334,0.533381713,887,0,0,0,0,0,0,0.0205,0,0.1641,0,0,0.0051,0,0,0.0359,0,0,0.0615,0.0103,0,0.0308,0.0872,0.0051,0,0.0154,0,0.0769,0,0,0.0821,0,0,0,0,0.0769,0.0769,0.2462,0.0051
3635,226833,Midwestern State University,0.230000004,78.12000275,10.30000019,2.339999914,13.64999962,91.62000275,57712.44,8.970000267,3.200000048,10.89999962,220,1832,44300,44.3,29700,Midwestern State University,Wichita Falls,TX,76308-2099,33.877143,-98.51774,0.76,0.759985985,1002,0,0.0029,0,0,0.0184,0,0.0165,0,0.0272,0.0262,0,0.0029,0,0,0.0145,0.001,0,0.0514,0.0068,0,0.1057,0.0204,0,0,0.0213,0,0.0291,0.0388,0.033,0.0223,0,0,0,0,0.0291,0.3511,0.1629,0.0184
3646,227216,University of North Texas,0.219999999,75.26999664,11.06999969,3.519999981,17.06999969,88.12999725,72891.36,7.210000038,3.089999914,11.13000011,863,7442,47000,47,33700,University of North Texas,Denton,TX,76203-1277,33.210958,-97.151211,0.7015,0.701470498,1093,0,0,0.0048,0,0.0623,0,0.0143,0,0,0.0233,0.0059,0.0172,0.0127,0,0.0461,0.064,0,0.0461,0.0104,0,0.1318,0.0405,0.0061,0,0.0059,0,0.0554,0.0443,0.0107,0.0526,0,0,0,0.0056,0.0885,0.0307,0.1998,0.0208
3654,227331,Our Lady of the Lake University,0.360000014,67.61000061,7.710000038,1.809999943,56.54000092,84.61000061,52505.04,14.98999977,4.010000229,10.80000019,103,806,41000,41,24100,Our Lady of the Lake University,San Antonio,TX,78207-4689,29.425611,-98.54395,0.681,0.681015098,920,0,0,0,0,0.0284,0,0.0505,0,0.0568,0,0,0.0032,0.0284,0,0.0095,0.0189,0,0.041,0.0032,0,0.0063,0.0473,0.0126,0,0.0189,0,0.0978,0.0662,0.1262,0.0063,0,0,0,0,0.0126,0.164,0.1956,0.0063
3655,227368,The University of Texas Rio Grande Valley,0.180000007,78.33999634,0.910000026,0.680000007,86,70.98000336,35906.7,30.62000084,6.28000021,10.44999981,575,5070,41900,41.9,28300,The University of Texas Rio Grande Valley,Edinburg,TX,78539-2999,26.306629,-98.172112,0.8224,0.822418553,924,0,0.003,0,0.002,0.0369,0,0.0104,0,0,0.0607,0,0.0147,0.0007,0,0.0489,0.0188,0,0.0885,0.0127,0,0.067,0.0379,0.0044,0,0.0134,0,0.0831,0.0834,0.0365,0.0385,0,0,0,0,0.0452,0.1548,0.1223,0.0161
3659,227429,Paul Quinn College,0.300000012,43.13999939,41.34999847,2.140000105,21.98999977,86.54000092,52585.23,15.18000031,4.920000076,10.81000042,75,454,29300,29.3,18800,Paul Quinn College,Dallas,TX,75241,32.677195,-96.755864,0.5987,0.598704503,772,0,0,0,0,0,0,0,0,0.0741,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0.2963,0,0,0,0,0,0,0,0.1481,0.3704,0
3660,227526,Prairie View A & M University,0.079999998,49.08000183,34.24000168,3.720000029,21.71999931,85.55999756,57579.55,12.84000015,4.579999924,10.89000034,253,2292,39000,39,28200,Prairie View A & M University,Prairie View,TX,77446,30.094591,-95.992066,0.8595,0.859482929,857,0.0242,0,0.0345,0,0.0397,0,0.0095,0,0,0.1484,0.025,0,0.0112,0,0.0121,0,0,0.0526,0.0078,0,0.0388,0.0535,0,0,0.0104,0,0.0518,0.1104,0.0423,0.0233,0,0,0,0,0.0112,0.1752,0.1113,0.0069
3663,227757,Rice University,0.129999995,74.76000214,10.72000027,5.420000076,17.06999969,85.33000183,77707.58,7.420000076,3.109999895,11.18000031,46,562,86400,86.4,79700,Rice University,Houston,TX,77005-1827,29.716485,-95.403625,0.1596,0.159601136,1482,0,0,0.0436,0.0087,0,0,0.0542,0,0,0.2149,0.0116,0.0223,0,0,0.0358,0,0,0.1007,0.0542,0,0.0378,0.0774,0.0136,0,0.06,0,0.0591,0,0.0029,0.1462,0,0,0,0,0.0368,0,0.0029,0.0174
3666,227845,Saint Edward's University,0.270000011,75.48999786,7.059999943,3.359999895,29.25,85.30000305,71197.81,8.909999847,3.059999943,11.09000015,158,1264,55100,55.1,48900,Saint Edward's University,Austin,TX,78704-6489,30.229844,-97.75763,0.7745,0.774533174,1135,0,0.0107,0,0.0024,0.1172,0,0.013,0,0.0355,0,0,0.0036,0,0,0.0639,0.0083,0,0.0639,0.0083,0,0.045,0.0308,0.0071,0.0059,0.0059,0,0.1089,0.0308,0.0355,0.0533,0,0,0,0,0.0817,0,0.2509,0.0178
3668,227863,University of St Thomas,0.180000007,66.05000305,13.76000023,5.800000191,26.69000053,79.76999664,71790.89,9.510000229,3.619999886,11.10999966,73,473,57200,57.2,53700,University of St Thomas,Houston,TX,77006-4696,29.738113,-95.394178,0.7803,0.780320366,1103,0,0.0066,0,0,0.0629,0,0,0,0.0563,0,0,0.0066,0,0,0.0331,0.0762,0,0.1457,0.0298,0,0,0,0.0232,0.0166,0.0132,0,0.0728,0,0,0.1026,0,0,0,0,0.0364,0.0861,0.2152,0.0166
3669,227881,Sam Houston State University,0.159999996,73.16000366,13.72999954,2.789999962,18.97999954,88.77999878,63900.24,9.5,3.5,11,439,3965,47800,47.8,33400,Sam Houston State University,Huntsville,TX,77340,30.7247,-95.5519,0.7271,0.727115343,997,0.0474,0,0.002,0,0.0503,0.0073,0.0131,0,0,0,0.0163,0.0047,0.0102,0,0.0192,0.0084,0,0.0195,0.0044,0,0.107,0.0506,0.0017,0,0.018,0,0.0524,0.1987,0,0.0332,0,0,0,0,0.0509,0.039,0.2292,0.0166
3672,228042,Schreiner University,0.25999999,84.47000122,3.539999962,1.230000019,24.29999924,91.54000092,58273.81,9.449999809,2.74000001,10.92000008,65,376,42800,42.8,31000,Schreiner University,Kerrville,TX,78028-5697,30.03108,-99.131076,0.9014,0.901378579,997,0,0,0,0,0.0297,0,0,0,0.0842,0.0099,0,0,0,0,0.0545,0.0149,0,0.099,0.0099,0,0,0.0644,0.005,0,0.0099,0,0.099,0,0,0.0248,0,0,0,0,0.0644,0.198,0.2129,0.0198
3674,228149,St. Mary's University,0.109999999,72.63999939,5.699999809,1.769999981,54.41999817,84.36000061,56236.53,13.96000004,3.890000105,10.85999966,72,828,50000,50,37400,St. Mary's University,San Antonio,TX,78228,29.451793,-98.564307,0.552,0.551954733,1038,0,0.0058,0,0,0.0482,0,0.0135,0,0.0096,0.0424,0.0039,0.0039,0,0,0.0482,0,0,0.1252,0.0347,0,0,0.106,0.0019,0,0.0154,0,0.0636,0.0886,0,0.1503,0,0,0,0,0.0173,0,0.2139,0.0077
3680,228246,Southern Methodist University,0.150000006,76.08000183,9.729999542,4.789999962,16.17000008,85.31999969,82038.46,6.380000114,2.819999933,11.23999977,173,1408,73000,73,70900,Southern Methodist University,Dallas,TX,75275-0221,32.845254,-96.784855,0.4895,0.48953202,1330,0,0.0034,0,0,0.1081,0,0.019,0,0.0045,0.1048,0,0.0196,0,0,0.0224,0.0218,0,0.0387,0.0515,0,0.009,0.0476,0.0056,0,0.0196,0,0.0454,0,0.0112,0.144,0,0,0,0,0.0711,0.0028,0.2359,0.014
